Vp,	T,	n,	j
3599.9999999999995,	23335.555555555555,	1e+20,	-1797037.2046583884
3599.9999999999995,	26667.777777777774,	1e+20,	-1781502.9985843133
3599.9999999999995,	30000.0,	1e+20,	-1774388.0735246742
4666.666666666667,	10.0,	1e+20,	0
4666.666666666667,	3342.2222222222217,	1e+20,	-3834880.2016883595
4666.666666666667,	6674.444444444443,	1e+20,	-2930501.846317042
4666.666666666667,	10006.666666666666,	1e+20,	-2559651.4472136167
4666.666666666667,	13338.888888888887,	1e+20,	-2359676.998148806
4666.666666666667,	16671.11111111111,	1e+20,	-2237992.2204745915
4666.666666666667,	20003.333333333332,	1e+20,	-2159208.7935567973
4666.666666666667,	23335.555555555555,	1e+20,	-2106573.696721343
4666.666666666667,	26667.777777777774,	1e+20,	-2071077.409269829
4666.666666666667,	30000.0,	1e+20,	-2047415.3721205718
5733.333333333333,	10.0,	1e+20,	0
5733.333333333333,	3342.2222222222217,	1e+20,	-4626720.266731627
5733.333333333333,	6674.444444444443,	1e+20,	-3505135.2241054405
5733.333333333333,	10006.666666666666,	1e+20,	-3031023.747001657
5733.333333333333,	13338.888888888887,	1e+20,	-2768572.1340189157
5733.333333333333,	16671.11111111111,	1e+20,	-2603999.617300438
5733.333333333333,	20003.333333333332,	1e+20,	-2493424.34574185
5733.333333333333,	23335.555555555555,	1e+20,	-2416053.878954981
5733.333333333333,	26667.777777777774,	1e+20,	-2360608.924234223
5733.333333333333,	30000.0,	1e+20,	-2320418.858074353
6799.999999999999,	10.0,	1e+20,	0
6799.999999999999,	3342.2222222222217,	1e+20,	-5406248.456172039
6799.999999999999,	6674.444444444443,	1e+20,	-4077710.2303126715
6799.999999999999,	10006.666666666666,	1e+20,	-3501620.297316371
6799.999999999999,	13338.888888888887,	1e+20,	-3177094.3993930346
6799.999999999999,	16671.11111111111,	1e+20,	-2969808.706510814
6799.999999999999,	20003.333333333332,	1e+20,	-2827558.454201576
6799.999999999999,	23335.555555555555,	1e+20,	-2725478.3138863565
6799.999999999999,	26667.777777777774,	1e+20,	-2650093.075593208
6799.999999999999,	30000.0,	1e+20,	-2593382.2641532198
7866.666666666666,	10.0,	1e+20,	0
7866.666666666666,	3342.2222222222217,	1e+20,	-6170688.302297074
7866.666666666666,	6674.444444444443,	1e+20,	-4647824.970109344
7866.666666666666,	10006.666666666666,	1e+20,	-3971335.2296406874
7866.666666666666,	13338.888888888887,	1e+20,	-3585197.890056906
7866.666666666666,	16671.11111111111,	1e+20,	-3335353.5243209847
7866.666666666666,	20003.333333333332,	1e+20,	-3161542.3985153465
7866.666666666666,	23335.555555555555,	1e+20,	-3034838.065953281
7866.666666666666,	26667.777777777774,	1e+20,	-2939534.4015138736
7866.666666666666,	30000.0,	1e+20,	-2866307.210459659
8933.333333333334,	10.0,	1e+20,	0
8933.333333333334,	3342.2222222222217,	1e+20,	-6917919.989696449
8933.333333333334,	6674.444444444443,	1e+20,	-5214921.964869249
8933.333333333334,	10006.666666666666,	1e+20,	-4440065.841532155
8933.333333333334,	13338.888888888887,	1e+20,	-3992774.2945711007
8933.333333333334,	16671.11111111111,	1e+20,	-3700627.774014558
8933.333333333334,	20003.333333333332,	1e+20,	-3495330.811467063
8933.333333333334,	23335.555555555555,	1e+20,	-3344073.509718203
8933.333333333334,	26667.777777777774,	1e+20,	-3228921.346940539
8933.333333333334,	30000.0,	1e+20,	-3139195.378664696
10000.0,	10.0,	1e+20,	0
10000.0,	3342.2222222222217,	1e+20,	-7645996.453262754
10000.0,	6674.444444444443,	1e+20,	-5778543.291001252
10000.0,	10006.666666666666,	1e+20,	-4907609.322936115
10000.0,	13338.888888888887,	1e+20,	-4399777.09975176
10000.0,	16671.11111111111,	1e+20,	-4065572.459239493
10000.0,	20003.333333333332,	1e+20,	-3828917.9122993727
10000.0,	23335.555555555555,	1e+20,	-3653167.0644953977
10000.0,	26667.777777777774,	1e+20,	-3518205.8145419364
10000.0,	30000.0,	1e+20,	-3412036.2308017584
400.0,	10.0,	1e+21,	-4400244.082210067
400.0,	3342.2222222222217,	1e+21,	-5913932.498952239
400.0,	6674.444444444443,	1e+21,	-6193571.338915529
400.0,	10006.666666666666,	1e+21,	-6698740.353692973
400.0,	13338.888888888887,	1e+21,	-7222858.294926447
400.0,	16671.11111111111,	1e+21,	-7731756.1340117715
400.0,	20003.333333333332,	1e+21,	-8218726.137088421
400.0,	23335.555555555555,	1e+21,	-8683587.535025956
400.0,	26667.777777777774,	1e+21,	-9127859.434815172
400.0,	30000.0,	1e+21,	-9553442.17634978
1466.6666666666665,	10.0,	1e+21,	-12815855.938057037
1466.6666666666665,	3342.2222222222217,	1e+21,	-14087866.901164915
1466.6666666666665,	6674.444444444443,	1e+21,	-11981565.733480997
1466.6666666666665,	10006.666666666666,	1e+21,	-11426073.971838256
1466.6666666666665,	13338.888888888887,	1e+21,	-11317281.539592938
1466.6666666666665,	16671.11111111111,	1e+21,	-11394077.905548444
1466.6666666666665,	20003.333333333332,	1e+21,	-11561984.176310232
1466.6666666666665,	23335.555555555555,	1e+21,	-11778887.913793229
1466.6666666666665,	26667.777777777774,	1e+21,	-12023273.379661385
1466.6666666666665,	30000.0,	1e+21,	-12283285.839514352
2533.3333333333335,	10.0,	1e+21,	-14298185.820483396
2533.3333333333335,	3342.2222222222217,	1e+21,	-22233034.227381736
2533.3333333333335,	6674.444444444443,	1e+21,	-17766023.93534315
2533.3333333333335,	10006.666666666666,	1e+21,	-16152491.037199784
2533.3333333333335,	13338.888888888887,	1e+21,	-15411675.886898246
2533.3333333333335,	16671.11111111111,	1e+21,	-15056684.491344092
2533.3333333333335,	20003.333333333332,	1e+21,	-14905702.539484056
2533.3333333333335,	23335.555555555555,	1e+21,	-14874645.571884092
2533.3333333333335,	26667.777777777774,	1e+21,	-14919120.326023698
2533.3333333333335,	30000.0,	1e+21,	-15013520.154846866
3599.9999999999995,	10.0,	1e+21,	0
3599.9999999999995,	3342.2222222222217,	1e+21,	-30327543.978219405
3599.9999999999995,	6674.444444444443,	1e+21,	-23541791.726572078
3599.9999999999995,	10006.666666666666,	1e+21,	-20876673.214779485
3599.9999999999995,	13338.888888888887,	1e+21,	-19504915.891224448
3599.9999999999995,	16671.11111111111,	1e+21,	-18718746.996112455
3599.9999999999995,	20003.333333333332,	1e+21,	-18249207.727321994
3599.9999999999995,	23335.555555555555,	1e+21,	-17970349.607416976
3599.9999999999995,	26667.777777777774,	1e+21,	-17815013.106993742
3599.9999999999995,	30000.0,	1e+21,	-17743867.574058294
4666.666666666667,	10.0,	1e+21,	0
4666.666666666667,	3342.2222222222217,	1e+21,	-38346203.62018994
4666.666666666667,	6674.444444444443,	1e+21,	-29304526.440947562
4666.666666666667,	10006.666666666666,	1e+21,	-25596326.605510525
4666.666666666667,	13338.888888888887,	1e+21,	-23596674.259678856
4666.666666666667,	16671.11111111111,	1e+21,	-22379864.597255353
4666.666666666667,	20003.333333333332,	1e+21,	-21592049.92326732
4666.666666666667,	23335.555555555555,	1e+21,	-21065709.440303184
4666.666666666667,	26667.777777777774,	1e+21,	-20710753.856411073
4666.666666666667,	30000.0,	1e+21,	-20474138.126184314
5733.333333333333,	10.0,	1e+21,	0
5733.333333333333,	3342.2222222222217,	1e+21,	-46264070.6745517
5733.333333333333,	6674.444444444443,	1e+21,	-35050760.741412014
5733.333333333333,	10006.666666666666,	1e+21,	-30310012.753988143
5733.333333333333,	13338.888888888887,	1e+21,	-27685605.931647386
5733.333333333333,	16671.11111111111,	1e+21,	-26039928.30757421
5733.333333333333,	20003.333333333332,	1e+21,	-24934199.038939465
5733.333333333333,	23335.555555555555,	1e+21,	-24160507.308036614
5733.333333333333,	26667.777777777774,	1e+21,	-23606066.12013019
5733.333333333333,	30000.0,	1e+21,	-23204170.686289866
6799.999999999999,	10.0,	1e+21,	0
6799.999999999999,	3342.2222222222217,	1e+21,	-54058841.652942374
6799.999999999999,	6674.444444444443,	1e+21,	-40776411.009529665
6799.999999999999,	10006.666666666666,	1e+21,	-35015941.92509218
6799.999999999999,	13338.888888888887,	1e+21,	-31770812.46764744
6799.999999999999,	16671.11111111111,	1e+21,	-29698009.077765234
6799.999999999999,	20003.333333333332,	1e+21,	-28275533.532789674
6799.999999999999,	23335.555555555555,	1e+21,	-27254747.312879145
6799.999999999999,	26667.777777777774,	1e+21,	-26500904.268211883
6799.999999999999,	30000.0,	1e+21,	-25933802.63049709
7866.666666666666,	10.0,	1e+21,	0
7866.666666666666,	3342.2222222222217,	1e+21,	-61702755.03552771
7866.666666666666,	6674.444444444443,	1e+21,	-46477460.241886705
7866.666666666666,	10006.666666666666,	1e+21,	-39713056.85193798
7866.666666666666,	13338.888888888887,	1e+21,	-35851829.11437676
7866.666666666666,	16671.11111111111,	1e+21,	-33353446.908708487
7866.666666666666,	20003.333333333332,	1e+21,	-31615366.44014593
7866.666666666666,	23335.555555555555,	1e+21,	-30348340.57089726
7866.666666666666,	26667.777777777774,	1e+21,	-29395315.222782258
7866.666666666666,	30000.0,	1e+21,	-28663049.391859047
8933.333333333334,	10.0,	1e+21,	0
8933.333333333334,	3342.2222222222217,	1e+21,	-69174608.52205373
8933.333333333334,	6674.444444444443,	1e+21,	-52148334.28901262
8933.333333333334,	10006.666666666666,	1e+21,	-44400324.90186532
8933.333333333334,	13338.888888888887,	1e+21,	-39927575.448234774
8933.333333333334,	16671.11111111111,	1e+21,	-37006179.477470994
8933.333333333334,	20003.333333333332,	1e+21,	-34953243.891726404
8933.333333333334,	23335.555555555555,	1e+21,	-33440690.36828232
8933.333333333334,	26667.777777777774,	1e+21,	-32289180.747255705
8933.333333333334,	30000.0,	1e+21,	-31391928.825689726
10000.0,	10.0,	1e+21,	0
10000.0,	3342.2222222222217,	1e+21,	-76454934.6230115
10000.0,	6674.444444444443,	1e+21,	-57784451.50674133
10000.0,	10006.666666666666,	1e+21,	-49075723.337510884
10000.0,	13338.888888888887,	1e+21,	-43997585.66274883
10000.0,	16671.11111111111,	1e+21,	-40655615.82802773
10000.0,	20003.333333333332,	1e+21,	-38289108.54233971
10000.0,	23335.555555555555,	1e+21,	-36531621.623312704
10000.0,	26667.777777777774,	1e+21,	-35182022.17166496
10000.0,	30000.0,	1e+21,	-34120335.07366053
400.0,	10.0,	6e+22,	-5041940.487810758
400.0,	3342.2222222222217,	6e+22,	-353452446.34197754
400.0,	6674.444444444443,	6e+22,	-371272082.16630197
400.0,	10006.666666666666,	6e+22,	-401765057.5686567
400.0,	13338.888888888887,	6e+22,	-433277019.73499817
400.0,	16671.11111111111,	6e+22,	-463841493.44500893
400.0,	20003.333333333332,	6e+22,	-493076921.51455
400.0,	23335.555555555555,	6e+22,	-520979275.6924048
400.0,	26667.777777777774,	6e+22,	-547642446.6374081
400.0,	30000.0,	6e+22,	-573182828.7874403
1466.6666666666665,	10.0,	6e+22,	-18317740.596839953
1466.6666666666665,	3342.2222222222217,	6e+22,	-841646562.8162745
1466.6666666666665,	6674.444444444443,	6e+22,	-718152673.6109065
1466.6666666666665,	10006.666666666666,	6e+22,	-685259907.7093744
1466.6666666666665,	13338.888888888887,	6e+22,	-678871253.8695296
1466.6666666666665,	16671.11111111111,	6e+22,	-683539902.2167811
1466.6666666666665,	20003.333333333332,	6e+22,	-693646451.7770932
1466.6666666666665,	23335.555555555555,	6e+22,	-706679743.7964882
1466.6666666666665,	26667.777777777774,	6e+22,	-721355021.6830231
1466.6666666666665,	30000.0,	6e+22,	-736964187.2937202
2533.3333333333335,	10.0,	6e+22,	-31591922.996308908
2533.3333333333335,	3342.2222222222217,	6e+22,	-1328134495.5592167
2533.3333333333335,	6674.444444444443,	6e+22,	-1064821356.9859328
2533.3333333333335,	10006.666666666666,	6e+22,	-968699672.7185916
2533.3333333333335,	13338.888888888887,	6e+22,	-924464547.1451151
2533.3333333333335,	16671.11111111111,	6e+22,	-903255771.1006551
2533.3333333333335,	20003.333333333332,	6e+22,	-894244082.6808622
2533.3333333333335,	23335.555555555555,	6e+22,	-892407474.7733403
2533.3333333333335,	26667.777777777774,	6e+22,	-895093215.2130641
2533.3333333333335,	30000.0,	6e+22,	-900768849.4119437
3599.9999999999995,	10.0,	6e+22,	-44863390.7956707
3599.9999999999995,	3342.2222222222217,	6e+22,	-1811610000.267997
3599.9999999999995,	6674.444444444443,	6e+22,	-1410970047.3964336
3599.9999999999995,	10006.666666666666,	6e+22,	-1252005565.5485122
3599.9999999999995,	13338.888888888887,	6e+22,	-1169988080.3481064
3599.9999999999995,	16671.11111111111,	6e+22,	-1122939411.1121345
3599.9999999999995,	20003.333333333332,	6e+22,	-1094828654.1229794
3599.9999999999995,	23335.555555555555,	6e+22,	-1078132459.5962925
3599.9999999999995,	26667.777777777774,	6e+22,	-1068834671.7743509
3599.9999999999995,	30000.0,	6e+22,	-1064580506.7653313
4666.666666666667,	10.0,	6e+22,	-58131155.77242292
4666.666666666667,	3342.2222222222217,	6e+22,	-2290587449.71641
4666.666666666667,	6674.444444444443,	6e+22,	-1756337945.9165666
4666.666666666667,	10006.666666666666,	6e+22,	-1535040042.366957
4666.666666666667,	13338.888888888887,	6e+22,	-1415422722.7443619
4666.666666666667,	16671.11111111111,	6e+22,	-1342565740.69087
4666.666666666667,	20003.333333333332,	6e+22,	-1295373500.278773
4666.666666666667,	23335.555555555555,	6e+22,	-1263837012.5123055
4666.666666666667,	26667.777777777774,	6e+22,	-1242566313.38388
4666.666666666667,	30000.0,	6e+22,	-1228387290.3873088
5733.333333333333,	10.0,	6e+22,	-71394239.60504726
5733.333333333333,	3342.2222222222217,	6e+22,	-2763575664.434662
5733.333333333333,	6674.444444444443,	6e+22,	-2100719717.6282055
5733.333333333333,	10006.666666666666,	6e+22,	-1817717659.0533388
5733.333333333333,	13338.888888888887,	6e+22,	-1660688540.3167949
5733.333333333333,	16671.11111111111,	6e+22,	-1562128809.3075757
5733.333333333333,	20003.333333333332,	6e+22,	-1495876695.3157413
5733.333333333333,	23335.555555555555,	6e+22,	-1449507415.1521118
5733.333333333333,	26667.777777777774,	6e+22,	-1416272450.7281196
5733.333333333333,	30000.0,	6e+22,	-1392179899.2210898
6799.999999999999,	10.0,	6e+22,	-84651721.23457699
6799.999999999999,	3342.2222222222217,	6e+22,	-3229250812.0690064
6799.999999999999,	6674.444444444443,	6e+22,	-2443868863.464279
6799.999999999999,	10006.666666666666,	6e+22,	-2099929741.7899692
6799.999999999999,	13338.888888888887,	6e+22,	-1905730250.7747033
6799.999999999999,	16671.11111111111,	6e+22,	-1781573516.0353274
6799.999999999999,	20003.333333333332,	6e+22,	-1696331431.048854
6799.999999999999,	23335.555555555555,	6e+22,	-1635143939.2599616
6799.999999999999,	26667.777777777774,	6e+22,	-1589950379.3331945
6799.999999999999,	30000.0,	6e+22,	-1555948478.2103074
7866.666666666666,	10.0,	6e+22,	-97894715.75492969
7866.666666666666,	3342.2222222222217,	6e+22,	-3685973820.3380895
7866.666666666666,	6674.444444444443,	6e+22,	-2785546343.6803575
7866.666666666666,	10006.666666666666,	6e+22,	-2381613712.1801205
7866.666666666666,	13338.888888888887,	6e+22,	-2150521197.4887233
7866.666666666666,	16671.11111111111,	6e+22,	-2000859593.3172174
7866.666666666666,	20003.333333333332,	6e+22,	-1896695624.1496718
7866.666666666666,	23335.555555555555,	6e+22,	-1820741828.4043148
7866.666666666666,	26667.777777777774,	6e+22,	-1763602552.7417705
7866.666666666666,	30000.0,	6e+22,	-1719694031.0251207
8933.333333333334,	10.0,	6e+22,	-111128198.5081533
8933.333333333334,	3342.2222222222217,	6e+22,	-4132469738.102639
8933.333333333334,	6674.444444444443,	6e+22,	-3125418965.4257755
8933.333333333334,	10006.666666666666,	6e+22,	-2662707127.7667856
8933.333333333334,	13338.888888888887,	6e+22,	-2394995495.2069144
8933.333333333334,	16671.11111111111,	6e+22,	-2219983166.428045
8933.333333333334,	20003.333333333332,	6e+22,	-2096942284.1222394
8933.333333333334,	23335.555555555555,	6e+22,	-2006265684.7592804
8933.333333333334,	26667.777777777774,	6e+22,	-1937221668.1845965
8933.333333333334,	30000.0,	6e+22,	-1883417423.7783036
10000.0,	10.0,	6e+22,	-124361479.35026161
10000.0,	3342.2222222222217,	6e+22,	-4567586755.818966
10000.0,	6674.444444444443,	6e+22,	-3463209779.3381042
10000.0,	10006.666666666666,	6e+22,	-2943089343.170542
10000.0,	13338.888888888887,	6e+22,	-2639126309.129212
10000.0,	16671.11111111111,	6e+22,	-2438909507.818142
10000.0,	20003.333333333332,	6e+22,	-2297068840.601222
10000.0,	23335.555555555555,	6e+22,	-2191704131.3385363
10000.0,	26667.777777777774,	6e+22,	-2110779896.1839633
10000.0,	30000.0,	6e+22,	-2047112376.3813882
400.0,	10.0,	1e+23,	-5047230.0100748325
400.0,	3342.2222222222217,	1e+23,	-587531301.0607224
400.0,	6674.444444444443,	1e+23,	-618400526.0988231
400.0,	10006.666666666666,	1e+23,	-669429064.2124794
400.0,	13338.888888888887,	1e+23,	-722021536.9515911
400.0,	16671.11111111111,	1e+23,	-772997062.9615487
400.0,	20003.333333333332,	1e+23,	-821741883.2758473
400.0,	23335.555555555555,	1e+23,	-868257660.6883183
400.0,	26667.777777777774,	1e+23,	-912704938.5762231
400.0,	30000.0,	1e+23,	-955278261.5765882
1466.6666666666665,	10.0,	1e+23,	-18335654.395322174
1466.6666666666665,	3342.2222222222217,	1e+23,	-1398669629.4492981
1466.6666666666665,	6674.444444444443,	1e+23,	-1196083791.9534593
1466.6666666666665,	10006.666666666666,	1e+23,	-1141756416.5925457
1466.6666666666665,	13338.888888888887,	1e+23,	-1131265313.6538215
1466.6666666666665,	16671.11111111111,	1e+23,	-1139115270.3216276
1466.6666666666665,	20003.333333333332,	1e+23,	-1155995781.6028872
1466.6666666666665,	23335.555555555555,	1e+23,	-1177738890.000228
1466.6666666666665,	26667.777777777774,	1e+23,	-1202211813.8241858
1466.6666666666665,	30000.0,	1e+23,	-1228236307.6810725
2533.3333333333335,	10.0,	1e+23,	-31624143.390808467
2533.3333333333335,	3342.2222222222217,	1e+23,	-2206986377.342035
2533.3333333333335,	6674.444444444443,	1e+23,	-1773415412.0712094
2533.3333333333335,	10006.666666666666,	1e+23,	-1613991801.3512683
2533.3333333333335,	13338.888888888887,	1e+23,	-1540507333.1491153
2533.3333333333335,	16671.11111111111,	1e+23,	-1505262593.1717079
2533.3333333333335,	20003.333333333332,	1e+23,	-1490296131.6795087
2533.3333333333335,	23335.555555555555,	1e+23,	-1487265528.3804734
2533.3333333333335,	26667.777777777774,	1e+23,	-1491761273.7706945
2533.3333333333335,	30000.0,	1e+23,	-1501233566.146452
3599.9999999999995,	10.0,	1e+23,	-44911757.46363531
3599.9999999999995,	3342.2222222222217,	1e+23,	-3010312733.5289965
3599.9999999999995,	6674.444444444443,	1e+23,	-2349882077.875918
3599.9999999999995,	10006.666666666666,	1e+23,	-2086004700.4211726
3599.9999999999995,	13338.888888888887,	1e+23,	-1949633618.9689133
3599.9999999999995,	16671.11111111111,	1e+23,	-1871355966.5333288
3599.9999999999995,	20003.333333333332,	1e+23,	-1824574670.3078423
3599.9999999999995,	23335.555555555555,	1e+23,	-1796787519.8527877
3599.9999999999995,	26667.777777777774,	1e+23,	-1781316220.9605656
3599.9999999999995,	30000.0,	1e+23,	-1774242405.2830448
4666.666666666667,	10.0,	1e+23,	-58198075.0995415
4666.666666666667,	3342.2222222222217,	1e+23,	-3806200437.3506083
4666.666666666667,	6674.444444444443,	1e+23,	-2925048066.5418534
4666.666666666667,	10006.666666666666,	1e+23,	-2557565651.267788
4666.666666666667,	13338.888888888887,	1e+23,	-2358611324.3973055
4666.666666666667,	16671.11111111111,	1e+23,	-2237353768.249289
4666.666666666667,	20003.333333333332,	1e+23,	-2158786985.472202
4666.666666666667,	23335.555555555555,	1e+23,	-2106275460.165394
4666.666666666667,	26667.777777777774,	1e+23,	-2070854816.1237924
4666.666666666667,	30000.0,	1e+23,	-2047243227.7117312
5733.333333333333,	10.0,	1e+23,	-71482723.00962804
5733.333333333333,	3342.2222222222217,	1e+23,	-4592176533.397111
5733.333333333333,	6674.444444444443,	1e+23,	-3498575424.497391
5733.333333333333,	10006.666666666666,	1e+23,	-3028532298.6266685
5733.333333333333,	13338.888888888887,	1e+23,	-2767308066.391644
5733.333333333333,	16671.11111111111,	1e+23,	-2603246485.778881
5733.333333333333,	20003.333333333332,	1e+23,	-2492929897.939868
5733.333333333333,	23335.555555555555,	1e+23,	-2415706325.417378
5733.333333333333,	26667.777777777774,	1e+23,	-2360350904.948832
5733.333333333333,	30000.0,	1e+23,	-2320220422.599199
6799.999999999999,	10.0,	1e+23,	-84765346.38963588
6799.999999999999,	3342.2222222222217,	1e+23,	-5366037301.258835
6799.999999999999,	6674.444444444443,	1e+23,	-4070050105.066345
6799.999999999999,	10006.666666666666,	1e+23,	-3498723157.72272
6799.999999999999,	13338.888888888887,	1e+23,	-3175631304.212712
6799.999999999999,	16671.11111111111,	1e+23,	-2968942831.6983995
6799.999999999999,	20003.333333333332,	1e+23,	-2826992343.7073703
6799.999999999999,	23335.555555555555,	1e+23,	-2725080437.405501
6799.999999999999,	26667.777777777774,	1e+23,	-2649799649.8036356
6799.999999999999,	30000.0,	1e+23,	-2593157412.251201
7866.666666666666,	10.0,	1e+23,	-98045604.3473051
7866.666666666666,	3342.2222222222217,	1e+23,	-6125093099.2383
7866.666666666666,	6674.444444444443,	1e+23,	-4639077616.321446
7866.666666666666,	10006.666666666666,	1e+23,	-3968034935.735199
7866.666666666666,	13338.888888888887,	1e+23,	-3583537205.568988
7866.666666666666,	16671.11111111111,	1e+23,	-3334373666.080498
7866.666666666666,	20003.333333333332,	1e+23,	-3160903134.002481
7866.666666666666,	23335.555555555555,	1e+23,	-3034390952.0477853
7866.666666666666,	26667.777777777774,	1e+23,	-2939205982.595724
7866.666666666666,	30000.0,	1e+23,	-2866056221.794711
8933.333333333334,	10.0,	1e+23,	-111323160.63069896
8933.333333333334,	3342.2222222222217,	1e+23,	-6867212294.023085
8933.333333333334,	6674.444444444443,	1e+23,	-5205103177.609074
8933.333333333334,	10006.666666666666,	1e+23,	-4436363133.778835
8933.333333333334,	13338.888888888887,	1e+23,	-3990915124.955963
8933.333333333334,	16671.11111111111,	1e+23,	-3699534150.7923756
8933.333333333334,	20003.333333333332,	1e+23,	-3494618585.833105
8933.333333333334,	23335.555555555555,	1e+23,	-3343577583.4011235
8933.333333333334,	26667.777777777774,	1e+23,	-3228557436.156813
8933.333333333334,	30000.0,	1e+23,	-3138917802.3723755
10000.0,	10.0,	1e+23,	-124597694.11518632
10000.0,	3342.2222222222217,	1e+23,	-7590489982.233263
10000.0,	6674.444444444443,	1e+23,	-5767663395.393885
10000.0,	10006.666666666666,	1e+23,	-4903506708.187846
10000.0,	13338.888888888887,	1e+23,	-4397720813.978923
10000.0,	16671.11111111111,	1e+23,	-4064365898.656571
10000.0,	20003.333333333332,	1e+23,	-3828134287.613455
10000.0,	23335.555555555555,	1e+23,	-3652621989.011988
10000.0,	26667.777777777774,	1e+23,	-3517807010.5996165
10000.0,	30000.0,	1e+23,	-3411732517.0782585
400.0,	10.0,	1e+24,	0
400.0,	3342.2222222222217,	1e+24,	-5541487739.232176
400.0,	6674.444444444443,	1e+24,	-6098125166.006496
400.0,	10006.666666666666,	1e+24,	-6654028659.59954
400.0,	13338.888888888887,	1e+24,	-7196234494.446352
400.0,	16671.11111111111,	1e+24,	-7713756582.795977
400.0,	20003.333333333332,	1e+24,	-8205564154.042953
400.0,	23335.555555555555,	1e+24,	-8673433919.3949
400.0,	26667.777777777774,	1e+24,	-9119756639.539873
400.0,	30000.0,	1e+24,	-9546773261.174965
1466.6666666666665,	10.0,	1e+24,	0
1466.6666666666665,	3342.2222222222217,	1e+24,	-13115382830.516783
1466.6666666666665,	6674.444444444443,	1e+24,	-11774914244.837591
1466.6666666666665,	10006.666666666666,	1e+24,	-11340624984.15481
1466.6666666666665,	13338.888888888887,	1e+24,	-11270723627.830399
1466.6666666666665,	16671.11111111111,	1e+24,	-11364597904.63826
1466.6666666666665,	20003.333333333332,	1e+24,	-11541577021.085562
1466.6666666666665,	23335.555555555555,	1e+24,	-11763803406.110119
1466.6666666666665,	26667.777777777774,	1e+24,	-12011628609.49226
1466.6666666666665,	30000.0,	1e+24,	-12273987464.110025
2533.3333333333335,	10.0,	1e+24,	0
2533.3333333333335,	3342.2222222222217,	1e+24,	-20665627599.21715
2533.3333333333335,	6674.444444444443,	1e+24,	-17448303307.138966
2533.3333333333335,	10006.666666666666,	1e+24,	-16026322468.783659
2533.3333333333335,	13338.888888888887,	1e+24,	-15345233027.63219
2533.3333333333335,	16671.11111111111,	1e+24,	-15015836766.34758
2533.3333333333335,	20003.333333333332,	1e+24,	-14878042548.237974
2533.3333333333335,	23335.555555555555,	1e+24,	-14854627467.01858
2533.3333333333335,	26667.777777777774,	1e+24,	-14903930464.047722
2533.3333333333335,	30000.0,	1e+24,	-15001547151.242163
3599.9999999999995,	10.0,	1e+24,	0
3599.9999999999995,	3342.2222222222217,	1e+24,	-28172100105.352795
3599.9999999999995,	6674.444444444443,	1e+24,	-23113496322.456524
3599.9999999999995,	10006.666666666666,	1e+24,	-20709821371.1225
3599.9999999999995,	13338.888888888887,	1e+24,	-19418563141.12813
3599.9999999999995,	16671.11111111111,	1e+24,	-18666488589.519497
