Vp,	T,	n,	j
2344.34991104189,	12997.282327824034,	4.6093999262488657e+27,	-3767954222720.1855
2344.34991104189,	28223.55782894909,	4.6093999262488657e+27,	-12478942185166.896
2344.34991104189,	16649.348578196164,	4.6093999262488657e+27,	-5601253011099.873
2344.34991104189,	21612.088209471403,	4.6093999262488657e+27,	-8351467979753.569
2344.34991104189,	8531.867576720637,	4.6093999262488657e+27,	-1810407265606.8933
2344.34991104189,	18185.038249354868,	4.6093999262488657e+27,	-6421725062969.473
2344.34991104189,	25521.325228858568,	4.6093999262488657e+27,	-10725019455132.064
2344.34991104189,	15341.35967815582,	4.6093999262488657e+27,	-4924949817875.501
2344.34991104189,	16496.137577942558,	4.6093999262488657e+27,	-5520922190057.496
2344.34991104189,	10979.69713934765,	4.6093999262488657e+27,	-2836804792908.8633
2344.34991104189,	21442.84923828982,	4.6093999262488657e+27,	-8253123548437.805
2344.34991104189,	24105.702561859965,	4.6093999262488657e+27,	-9842826474012.701
2344.34991104189,	16183.12611542678,	4.6093999262488657e+27,	-5357771730439.411
2344.34991104189,	3899.889437825678,	4.6093999262488657e+27,	-410344581195.3566
2344.34991104189,	21541.975492579302,	4.6093999262488657e+27,	-8310684741787.677
2344.34991104189,	19005.119220269717,	4.6093999262488657e+27,	-6871261311700.57
2344.34991104189,	13621.288718093425,	4.6093999262488657e+27,	-4068577178391.3237
2344.34991104189,	11989.990253285094,	4.6093999262488657e+27,	-3295132140908.804
2344.34991104189,	15787.551835095615,	4.6093999262488657e+27,	-5153335389897.048
2344.34991104189,	10925.103311782776,	4.6093999262488657e+27,	-2812541651111.741
2344.34991104189,	18459.334869788585,	4.6093999262488657e+27,	-6571418758087.548
2344.34991104189,	4155.450333417632,	4.6093999262488657e+27,	-462973868677.85364
2344.34991104189,	7422.572591830046,	4.6093999262488657e+27,	-1397303975565.6487
2344.34991104189,	14205.359334766208,	4.6093999262488657e+27,	-4354857249964.5405
2344.34991104189,	12444.333817837603,	4.6093999262488657e+27,	-3506249492622.173
2344.34991104189,	6409.144830767699,	4.6093999262488657e+27,	-1057582195472.0052
2344.34991104189,	3955.968373695243,	4.6093999262488657e+27,	-421628543043.21497
2344.34991104189,	21292.006748479333,	4.6093999262488657e+27,	-8165780842383.089
2344.34991104189,	17992.24682703013,	4.6093999262488657e+27,	-6317104102106.458
2344.34991104189,	22702.38227375352,	4.6093999262488657e+27,	-8993392223591.812
2344.34991104189,	16005.197022787144,	4.6093999262488657e+27,	-5265593644695.934
2344.34991104189,	17331.21106529343,	4.6093999262488657e+27,	-5962252165078.867
2344.34991104189,	3587.5853147444573,	4.6093999262488657e+27,	-350274561610.9131
2344.34991104189,	6870.950976788529,	4.6093999262488657e+27,	-1207415774855.758
2344.34991104189,	27614.96435199956,	4.6093999262488657e+27,	-12075475710047.39
2344.34991104189,	22907.92041493063,	4.6093999262488657e+27,	-9116112454378.328
2344.34991104189,	13285.480735286794,	4.6093999262488657e+27,	-3906133482044.608
2344.34991104189,	17794.475951565786,	4.6093999262488657e+27,	-6210322302316.724
2344.34991104189,	17727.190599096848,	4.6093999262488657e+27,	-6174124237931.972
2344.34991104189,	11136.102922286693,	4.6093999262488657e+27,	-2906574464725.7334
2344.34991104189,	23083.9978440001,	4.6093999262488657e+27,	-9221598046873.346
2344.34991104189,	6486.298692779309,	4.6093999262488657e+27,	-1082001750667.7029
2344.34991104189,	18613.076841780265,	4.6093999262488657e+27,	-6655610042089.127
2344.34991104189,	16083.360434711052,	4.6093999262488657e+27,	-5306035796815.306
2344.34991104189,	27484.985447316376,	4.6093999262488657e+27,	-11990003136155.902
2344.34991104189,	9173.332630342931,	4.6093999262488657e+27,	-2065706780102.9272
2344.34991104189,	19578.94788630389,	4.6093999262488657e+27,	-7190152177328.313
2344.34991104189,	6091.206201313254,	4.6093999262488657e+27,	-959680808180.1488
2344.34991104189,	4263.495604362192,	4.6093999262488657e+27,	-486148868875.7174
2344.34991104189,	21709.53063636002,	4.6093999262488657e+27,	-8408231420785.984
2344.34991104189,	20026.422979172105,	4.6093999262488657e+27,	-7441612022112.685
2344.34991104189,	10614.791610823042,	4.6093999262488657e+27,	-2675661164557.842
2344.34991104189,	20390.38422807941,	4.6093999262488657e+27,	-7648095505476.913
2344.34991104189,	11386.934185303717,	4.6093999262488657e+27,	-3019409978610.8633
2344.34991104189,	17096.810908015323,	4.6093999262488657e+27,	-5837515852266.052
2344.34991104189,	30319.605344974523,	4.6093999262488657e+27,	-13907112594725.117
2344.34991104189,	11872.802383525595,	4.6093999262488657e+27,	-3241098909688.891
2344.34991104189,	38106.05650926164,	4.6093999262488657e+27,	-19726064751278.996
2344.34991104189,	40030.536777148416,	4.6093999262488657e+27,	-21272725497028.13
2344.34991104189,	34242.47844524381,	4.6093999262488657e+27,	-16744630244071.127
2344.34991104189,	39729.083127886304,	4.6093999262488657e+27,	-21027946974895.895
2344.34991104189,	1843.0331742345893,	4.6093999262488657e+27,	-102854866562.49011
2344.34991104189,	39635.26345933647,	4.6093999262488657e+27,	-20951967776017.02
2344.34991104189,	25143.437656146943,	4.6093999262488657e+27,	-10487097851602.54
2344.34991104189,	11675.914503089838,	4.6093999262488657e+27,	-3150822416512.897
2344.34991104189,	18591.54852405089,	4.6093999262488657e+27,	-6643806255053.802
2344.34991104189,	15257.523774044448,	4.6093999262488657e+27,	-4882254124999.514
2344.34991104189,	44094.39863271993,	4.6093999262488657e+27,	-24642795401139.234
2344.34991104189,	30449.894099213685,	4.6093999262488657e+27,	-13997903735654.008
2344.34991104189,	7273.026728134621,	4.6093999262488657e+27,	-1344716612193.0854
2344.34991104189,	4814.560248606508,	4.6093999262488657e+27,	-612746373867.9343
2344.34991104189,	35536.95905248927,	4.6093999262488657e+27,	-17723211460843.516
2344.34991104189,	45370.34150698019,	4.6093999262488657e+27,	-25722633821483.27
2344.34991104189,	26979.002830262027,	4.6093999262488657e+27,	-11659465273929.162
2344.34991104189,	19091.24181724625,	4.6093999262488657e+27,	-6918827608171.725
2344.34991104189,	35728.9741919719,	4.6093999262488657e+27,	-17870194553134.547
2344.34991104189,	39117.09671615787,	4.6093999262488657e+27,	-20533863057012.305
2344.34991104189,	14801.089464274626,	4.6093999262488657e+27,	-4651671021046.066
2344.34991104189,	33795.963984680544,	4.6093999262488657e+27,	-16411495351264.36
2344.34991104189,	24786.922600268183,	4.6093999262488657e+27,	-10264277813283.324
2344.34991104189,	29538.063363452417,	4.6093999262488657e+27,	-13367478954508.215
2344.34991104189,	23366.99350289541,	4.6093999262488657e+27,	-9392256049313.654
2344.34991104189,	6489.34352400174,	4.6093999262488657e+27,	-1082970647454.927
2344.34991104189,	43973.72405802405,	4.6093999262488657e+27,	-24541145630185.594
2344.34991104189,	36385.3082094933,	4.6093999262488657e+27,	-18376177919174.6
2344.34991104189,	33118.103010343504,	4.6093999262488657e+27,	-15910534440330.06
2344.34991104189,	2323.493140945972,	4.6093999262488657e+27,	-156110832334.55823
2344.34991104189,	15685.335027893576,	4.6093999262488657e+27,	-5100828226258.604
2344.34991104189,	30840.386756715,	4.6093999262488657e+27,	-14271525912444.67
2344.34991104189,	29760.463905667737,	4.6093999262488657e+27,	-13520130016732.398
2344.34991104189,	22019.03131061597,	4.6093999262488657e+27,	-8589221139099.466
2344.34991104189,	43283.0123285853,	4.6093999262488657e+27,	-23961229385330.137
2344.34991104189,	2861.9452295560054,	4.6093999262488657e+27,	-229161554743.29016
2344.34991104189,	23097.34169492148,	4.6093999262488657e+27,	-9229616092874.678
2344.34991104189,	32393.453063850884,	4.6093999262488657e+27,	-15381560650724.469
2344.34991104189,	31328.264997925915,	4.6093999262488657e+27,	-14616546408368.467
2344.34991104189,	26311.61504392547,	4.6093999262488657e+27,	-11228329389404.926
2344.34991104189,	33639.87068179333,	4.6093999262488657e+27,	-16295623515139.64
2344.34991104189,	45942.59414707427,	4.6093999262488657e+27,	-26209656264169.234
2344.34991104189,	20676.506107113317,	4.6093999262488657e+27,	-7811548505302.064
2344.34991104189,	5990.613045512927,	4.6093999262488657e+27,	-929625521374.1057
2344.34991104189,	38511.51122127842,	4.6093999262488657e+27,	-20048563227217.17
2344.34991104189,	23291.508505745736,	4.6093999262488657e+27,	-9346603656290.377
2344.34991104189,	39427.90540514017,	4.6093999262488657e+27,	-20784323286720.1
2344.34991104189,	37351.904807372906,	4.6093999262488657e+27,	-19130389505081.793
2344.34991104189,	43482.55585273978,	4.6093999262488657e+27,	-24128617714578.426
